"BAD","LOAN","MORTDUE","VALUE","REASON","JOB","YOJ","DEROG","DELINQ","CLAGE","NINQ","CLNO","DEBTINC"
"           1","       15000"," 1580.135085","30668.672934","HomeImp","Other","0.2029558965","           0","           0","       385.5","           3","          31","           ."
"           1","11281.538327","123331.48468","40192.894095","HomeImp","ProfExe","2.5511311146","           3","           1","221.16666667","           0","          14","           ."
"           1","       15000","       77544","47226.055878","DebtCon","Sales","2.3567942075","           0","           0","        11.7","           2","          35","           ."
"           1","       15000","45928.904118","           .","DebtCon","Office","6.9187227725","           0","           0","186.66666667","           1","          21","           ."
"           0","5510.2449867"," 74889.30465","130391.67692","HomeImp","ProfExe","8.2691696162","           0","           0","132.42191904","           4","          21","35.348485897"
"           1","       15000","       26284","29838.714034","DebtCon","ProfExe","          20","           0","           1","198.83120375","           1","          16","32.012392305"
"           0","7905.3170736","        5627","27930.098355","DebtCon","Sales","           0","           0","           0","341.50208471","           0","           6","39.996710402"
"           0","       15000","46425.011449","       67529","DebtCon","Other","5.6048408438","           0","           0","133.78758095","           3","          48","31.486460831"
"           0","       15000","46694.890812","99015.650213","DebtCon","Other","1.0932744337","           0","           0","98.139893685","           2","          14","36.237233671"
"           0","11155.610073"," 19574.37422","13285.813207","DebtCon","Other","3.5086967626","           0","           0","82.948973217","           2","          10","34.317240799"
"           0","11119.806425","           .","       68020","","","           1","           0","           0","           .","           0","           0"," 1.920694367"
"           1","1153.1942809","896.82242316","       79333","HomeImp","Other","           .","           0","           0"," 256.0038054","           1","          49","42.581948931"
"           0","9995.6123554","33571.373393","25020.667445","HomeImp","Other","          19","           0","           0","124.45053234","           4","          23","28.558183481"
"           0","       15000","       89165","96866.574865","DebtCon","Sales","          12","           .","           2","166.08501799","           0","          17","35.033102504"
"           0","       15000","39236.119188","       72225","DebtCon","Other","           1","           0","           0"," 268.4203579","           0","          21"," 28.13158042"
"           0","       15100","      140193","9519.9108419","DebtCon","Mgr","8.6839654994","           0","           0","248.18841905","           0","          20","30.080158196"
"           0","       15100","59152.625534","69321.366165","DebtCon","Other","           2","           0","           0","    160.1036","           0","          22","41.007363531"
"           1","8947.8206924","42142.844859","       65481","DebtCon","Other","           4","           0","           0","91.715292521","           9","          18","39.070153046"
"           1","5314.8823263","           .","21722.712408","DebtCon","Other","           .","           .","           .","350.96116447","           .","          16","34.055847665"
"           0","       15100","2384.2977704","96502.258785","DebtCon","Other","4.1044945429","           0","           0","81.964151286","           2","          13","36.461210536"
"           0","12170.227117","3329.0486931","27522.157198","DebtCon","Other","           5","           0","           0","80.772149906","           2","          13","34.475596781"
"           0","       15100","       49533","14609.480244","DebtCon","Other","1.1234818171","           0","           0","180.52329284","           0","          14","36.377182949"
"           0","       15100","8766.2257163","       80686","DebtCon","Office","1.2101819167","           0","           0","119.67249086","           1","          20","21.418227456"
"           0","3793.3727107","           .","       57940","DebtCon","Office","           0","           0","           0","86.894929919","           1","           8","38.850348541"
"           1","13817.004811","6706.8657791","39139.382411","HomeImp","Office","0.7878487226","           0","           0","144.52964999","           0","          21","36.371704029"
"           0","       15100","33863.737329","       77542","HomeImp","ProfExe","12.200397424","           1","           1","122.56666667","           1","          26","           ."
"           1","4753.2123811","           .","21974.671839","","","           0","           0","           0","           .","           0","           0","1.6035079777"
"           1","1764.1873289","14294.495027","50441.012752","DebtCon","","           5","           0","           0","104.18324735","           2","           9","29.141862813"
"           1","145.81426212","           .","           .","","","           0","           0","           0","           .","           0","           0","           ."
"           0"," 7076.520348","       60264","70887.939648","HomeImp","ProfExe","           5","           0","           0","111.39938495","           0","          13","26.062043252"
"           1","       15100","20411.051232","72085.448282","DebtCon","ProfExe","0.7654394828","           0","           0","127.12214723","           2","          21","37.957103675"
"           0","2401.8124627","19002.095819","       68483","DebtCon","Mgr","15.534936691","           1","           0","279.94798859","           1","          17","37.180947854"
"           0","       15100","95347.712446","      143229","HomeImp","ProfExe","9.5803385161","           0","           0","129.53731519","           4","          21","36.776212768"
"           0","8297.3893251","       45579"," 14920.17807","DebtCon","Other","           .","           0","           0","79.757390313","           0","          15","41.447331871"
"           0","5708.3128023","       26196","       45657","HomeImp","Other","6.4654890781","           0","           0","86.716593393","           1","          12","29.321754466"
"           0","7153.9508055","      127045","45698.197799","DebtCon","Office","1.8584800707","           0","           0","135.97527671","           0","          21","25.861812336"
"           0","       15100","       44700","9593.5732375","DebtCon","Mgr","           5","           0","           0"," 134.5043482","           0","           9","29.383996531"
"           0","       15100","18615.265936","22388.369175","DebtCon",""," 3.459843883","           1","           0","95.599100855","           1","           9","28.505590561"
"           0","       15100","           .","       32289","DebtCon","Other","          13","           .","           .","81.954054827","           1","           9","33.534708383"
"           0","       15100","52839.995109","      108947","DebtCon","ProfExe","6.5178495322","           0","           0","194.44346565","           1","          35","42.245940745"
"           0","12205.953996","           .","       98114","","Other","           .","           0","           0","198.07538071","           1","          10","31.545842659"
"           1","176.69878685","       58000","       77000","DebtCon","Other","0.3124237523","           1","           0","127.86666667","           3","          26","           ."
"           0","       15200","2537.8278792","6311.5623347","DebtCon","Sales","           2","           0","           0","323.10200419","           0","           5","40.252928754"
"           0","       15200","       44414","       60098","DebtCon","","2.2948102869","           1","           0","105.74964198","           2","           9","27.375269408"
"           0","8123.3726469","       59544","       86360","HomeImp","ProfExe","           5","           0","           0","120.13670832","           0","          12","27.616333832"
"           0","5459.3873869","       87116","15552.646473","HomeImp","Other","          21","           0","           0","147.94667979","           4","          24","27.961550213"
"           1","       15200","       47453","       73068","DebtCon","ProfExe","          20","           0","           0","196.69969558","           0","          16","22.383856558"
"           0","       15200","      137128","72181.924815","DebtCon","Mgr","          11","           0","           0","254.35602009","           0","          21","28.815035637"
"           0","10308.105052","94287.064862","      114520","HomeImp","Office","           3","           0","           0","137.38937273","           0","          22"," 36.44647661"
"           0","       15200"," 24630.54563","5377.4962075","DebtCon","ProfExe","9.3266601839","           0","           0","295.49573298","           0","          18","29.609920041"
"           0","       15200","3789.4940416","       62696","DebtCon","Mgr","20.920020855","           0","           0","265.39531284","           1","          16","38.500796453"
"           0","6595.3445629","11481.106212","13728.592364","DebtCon","Other","          11","           0","           0","91.743482377","           2","          11","31.114929746"
"           0","6893.4057383","           .","55949.815556","","","0.1784278477","           0","           0","           .","           0","           0","3.6889584957"
"           0","       15200","54424.786881","104240.34051","HomeImp","ProfExe","2.9396963473","           0","           0","138.13350449","           2","          32"," 61.89063458"
"           0","11937.563845"," 16216.55999","       74510","DebtCon","ProfExe","4.4225720169","           0","           0"," 174.5215618","           0","          23","41.863376119"
"           0"," 11679.44146","1224.4333418","       39605","DebtCon","Mgr","           8","           0","           0","96.734902994","           0","          10"," 21.74161074"
"           0","11920.397538","113164.30411","57486.005674","DebtCon","Mgr","8.6681476332","           0","           0","260.38343907","           0","          21","27.533272218"
"           1","       15200","6645.0244001","38044.224123","DebtCon","Other","0.2066325914","           1","           .","90.732780399","           1","          26","39.140055969"
"           1","14661.704233","       34854","48830.544732","DebtCon","ProfExe","           6","           0","           0","275.47969762","           0","          15","20.785145567"
"           0","       15200","       41049","17622.560876","DebtCon","ProfExe","0.5649397632","           0","           0","276.16735776","           1","          34","38.379833716"
"           0","       15200","459.99836696"," 26231.13837","DebtCon","Other","           .","           0","           0","124.80684586","           1","          18","39.580054341"
"           0","500.74750991","       90108","      118941","HomeImp","Mgr","           2","           0","           2","170.93894263","           0","          25","41.157501063"
"           0","6695.6329094","23018.094919","47513.972618","DebtCon","Other","           .","           0","           0","100.01445522","           0","          15","41.102676905"
"           0","       15200","        7879","41041.124732","HomeImp","Other","9.6610283017","           0","           1","270.28589924","           0","          22","29.160140823"
"           0","2752.3606794","       65000","11537.190908","DebtCon","Office","0.2219147031","           0","           0","152.13333333","           4","          20","           ."
"           0"," 408.7597007","96199.030414","27026.858974","HomeImp","Office","0.6025359736","           0","           0","155.92014866","           0","          22","36.745639039"
"           0","       15200","           .","71921.366928","","Other","           .","           0","           0","190.25647598","           0","           9","33.799992283"
"           0","11378.537145","63974.631914","30559.879593","DebtCon","ProfExe","          10","           1","           1","335.84132178","           .","          41","37.982543748"
"           0","3151.9135903","       71233","6848.1672271","DebtCon","Other","0.0805139598","           0","           0","242.98332141","           2","          26","32.210050357"
"           0","       15200","        8723","41321.419268","DebtCon","Sales","           0","           0","           0","309.50263352","           0","           5","  37.7638359"
"           0","3565.2645117","3160.1004374","       95482","DebtCon","Office","           2","           0","           0","174.16439552","           0","          24","24.861603531"
"           1","   3548.2665","       53433","  76357.7063","HomeImp","Office","1.1409098018","           .","           3","155.36748659","           1","          24","36.954615162"
"           0","13375.807581","25632.581773","       81269","DebtCon","","0.8171503063","           .","           .","           .","           .","           .","26.985581223"
"           0","2587.3238404","42073.510777","       94301","DebtCon","Office","0.9284375049","           0","           0","150.49986791","           4","          19"," 31.35764214"
"           0","       15300","19197.838868","692.69806906","","Office","0.6016154041","           0","           0","210.27547612","           0","          16","40.432252239"
"           0","       15300"," 5662.341095","      168281","HomeImp","Self","7.7114793322","           0","           0"," 301.4910256","           0","          27","27.771122696"
"           0","8396.3923449","47614.463598","       86903","DebtCon","Other","           0","           0","           0","110.82722442","           4","          11","38.826177523"
"           0","       15300","116.17273917","46553.095256","DebtCon","ProfExe","           1","           0","           0","301.65766575","           0","          16","19.012446366"
"           0"," 4533.266925","       83039","10391.717919","DebtCon","ProfExe","           8","           1","           2","354.46029943","           .","          42","38.265951013"
"           0","       15300","           .","       92320","DebtCon","Office","6.7015664814","           0","           0","325.99844856","           0","          15","15.335560256"
"           1","12844.840069","       62094","       96938","","ProfExe","7.2938309192","           0","           0","           .","           0","          15","25.407142509"
"           0","5530.0079803","4179.4072017","       99896","DebtCon","ProfExe"," 0.444768768","           0","           0","281.20032907","           1","          21","39.408871403"
"           0","       15300","43154.626998","      121108","","","           .","           .","           .","           .","           .","           .","36.823393194"
"           0","4575.0129955","       39065","       54970","DebtCon","Other","           .","           0","           0","73.756690232","           0","          15","41.823084717"
"           0","       15300","60444.045305","       94973","DebtCon","Other","1.5014566348","           2","           0","  76.2075921","           0","          20","22.902506621"
"           1","       15300","       81500","      102000","HomeImp","ProfExe","2.0951844715","           0","           0","123.76666667","           1","          25","           ."
"           1","       15300","66594.942523","      112500","DebtCon","Other","0.5634165241","           0","           0","129.86666667","           2","          21","           ."
"           0","13129.424972","29752.432595","13721.628188","DebtCon","Other","           7","           0","           0","95.333333333","           3","          15","           ."
"           1","10065.105448","       21383","12141.699222","HomeImp","Mgr","          20","           0","           1","       182.6","           4","          31","           ."
"           1","       15300"," 72470.10378","           .","HomeImp","Other","0.6369811136","           0","           1","225.16666667","           0","          24","           ."
"           0","       15300","92936.316811","      113253","DebtCon","Other","           0","           0","           0","140.07577118","           1","          21","40.667462294"
"           0","       15300","95316.156937","      156578","DebtCon","Mgr","           .","           0","           0","213.28602181","           0","          19","36.290353532"
"           0","       15300","69508.757019","      103063","HomeImp","Other","10.351183499","           0","           0","127.56618833","           3","          23","28.171777473"
"           0","6235.5347399","       59083","       96073","DebtCon","ProfExe","5.1338936152","           0","           0","194.00548665","           0","          19","20.487979653"
"           0","1082.0499808","      109767"," 84657.97353","DebtCon","ProfExe","           0","           0","           0"," 125.9425923","           0","          30"," 37.68939304"
"           0"," 5889.972856","       54412"," 54832.07869","DebtCon","ProfExe","           6","           0","           0","134.24264794","           2","          22","35.085720684"
"           1","571.83481896"," 39230.74397","69469.477283","HomeImp","Other","           0","           0","           2","33.449694439","           1","          10","40.104809597"
"           0","166.49835434","           .","       53184","DebtCon","Office","0.8336920886","           0","           0"," 81.62597086","           1","           9","39.007822759"
"           0","14407.893417","       84989","44776.064724","HomeImp","Office","           .","           0","           0","184.54574572","           0","          25","43.016977602"
"           0","6839.2831083","       33113","       57991","DebtCon","Other","           4","           0","           0"," 122.5788363","           1","          16","40.569888421"
"           0","       15300","1423.3963582","35239.695437","","Office","1.6786896957","           0","           0","207.96214095","           0","          15","37.122837197"
"           1","5458.5298542","       78375","      108175","HomeImp","Other","           6","           1","           0","82.104836481","           0","          20"," 22.50324916"
"           0","       15300","51076.507074","17092.651072","DebtCon","ProfExe","           0","           0","           0"," 276.9242472","           2","          21","39.244599535"
"           1","13276.617244","17448.114069","       67343","DebtCon","Other","1.9057207228","           0","           0","57.929415092","           6","          22","42.929614185"
"           0","       15400","      103934"," 40572.73937","DebtCon","Office"," 1.812935627","           0","           0"," 265.5863519","           1","          34","26.750403963"
"           0","       15400","27836.770303","       47338","HomeImp","Other","7.1732948642","           0","           0","93.373142196","           1","          11","31.409186356"
"           0","4589.8716975","      100848","52172.561484","HomeImp","ProfExe","          10","           0","           0","174.89651925","           2","          31","28.065590866"
"           0"," 7739.580693","       48275","12048.094697","DebtCon","ProfExe","          17","           0","           0","202.54621956","           0","          15","23.160040592"
"           0","       15400","26754.130424","34185.125027","DebtCon","ProfExe","           7","           0","           0"," 256.2275509","           1","          16","  23.3103728"
"           0","1913.2448601","       10074","       57135","DebtCon","ProfExe","1.8773975958","           0","           0","310.36675681","           0","          16","17.601206169"
"           0","2550.8798349","       50402","       65561","DebtCon","Mgr","13.361756778","           0","           0","282.62290524","           0","          16","38.097902468"
"           1","       15400","167197.12689","99943.531811","DebtCon","Mgr","1.4521857451","           0","           2","196.03365793","           1","          49","36.417342576"
"           1","       15400","25637.021668","17381.791283","DebtCon","Office","           2","           0","           0","159.00351063","           0","          25","24.990490702"
"           1","15256.624112","22728.595301","70179.779019","DebtCon","ProfExe","0.8076539937","           0","           0","85.529362471","           0","          28","   37.362645"
"           0","       15400","14653.544313","27897.364963","","Office","           1","           0","           0","211.01664194","           0","          15","40.529405126"
"           0"," 3350.576766","      104451","108794.88103","DebtCon","Office","2.0135757127","           0","           0","264.76165219","           0","          34","29.963272776"
"           0","       15400","       58085","       91192","DebtCon","ProfExe","0.9971106895","           0","           0","191.34421696","           0","          19","21.364312322"
"           0","       15400","           ."," 31923.16884","HomeImp","Other","           0","           0","           0","324.55174135","           1","           9"," 27.77956059"
"           0","       15400","26128.128143"," 8439.290502","DebtCon","ProfExe","           6","           0","           0","254.05619611","           1","          16","22.721013568"
"           0","2802.2212657","1666.0099118","42082.888764","DebtCon","","          16","           0","           0","179.56666667","           1","          18","           ."
"           1","       15400","       47749","47496.873763","DebtCon","Mgr","           3","           0","           0","133.89931229","           1","           8","27.922034782"
"           0","15086.244085","           .","45215.192696","DebtCon","Office","           2","           0","           0","81.278511267","           2","           9","38.723895033"
"           0","8454.4262694","       73793","       86176","DebtCon","Other","0.7135183675","           1","           0","229.36937607","           3","          26","30.958519988"
"           1","       15400","26048.104555","17967.665006","HomeImp","Other"," 1.284011766","           0","           0","122.80432653","           0","          10","18.150902154"
"           0","       15400","24101.859689","       43078","DebtCon","Mgr","1.0802382059","           1","           0","108.19889491","           1","          17","24.674174851"
"           0","12255.064467","42021.080633","102888.29046","DebtCon","Office","1.1480355198","           .","           .","105.55256959","           3","          15","32.699440101"
"           0","7330.2820055","120.99622403","       48276","DebtCon","ProfExe","           4","           0","           0","315.17831848","           0","          16","18.301959465"
"           0","13180.681606","       39452","       56834","DebtCon","Other","2.7102643893","           1","           0"," 120.0565557","           1","          15","39.908934154"
"           0","       15400","       50121","47891.625819","DebtCon","Other","1.5515121895","           0","           0","168.74803195","           0","          14","37.560862761"
"           1","9099.6201891","18225.405378","       82248","DebtCon","Other","9.4794034909","           0","           0","173.07296854","           0","          16","32.142468978"
"           0"," 7686.090516","6929.4939762","      137388","DebtCon","Other"," 0.145432599","           0","           0","275.52354642","           4","          42","39.744298707"
"           0","       15500","      158506","      179499","DebtCon","ProfExe","           8","           .","           0"," 195.6860259","           4","          26"," 40.73934639"
"           0"," 6023.071405","       59316","37359.727737","DebtCon","Other","0.0171331121","           0","           0","126.91272316","           3","          11","35.901463044"
"           1","       15500","      127793","      158580","DebtCon","Mgr","           .","           0","           0","229.34507544","           0","          19","39.509681073"
"           0","7598.1854382","2716.8830896","       62963","DebtCon","ProfExe","2.2467106712","           0","           0","260.85678864","           0","          16","24.299059351"
"           0","       15500","       74761","       92729","DebtCon","ProfExe","           9","           0","           1","339.08926344","           .","          42"," 37.47461725"
"           0","2002.3557211","7595.2720411","29513.955412","","Office","0.9734580899","           0","           0","215.59249909","           0","          16","38.975114989"
"           0","10629.848003","37403.936915","86236.758042","DebtCon","Sales","9.7920128376","           .","           1","132.82057094","           0","          18","33.292973693"
"           0","       15500","       88929","      115249","DebtCon","ProfExe","           0","           0","           2","156.13091398","           0","          34","32.033870396"
"           1","7743.3181427","37705.955111","       88693","DebtCon","Mgr","13.070701318","           0","           0","244.20784011","          10","          23","36.339362348"
"           0","       15500","49910.815641","111698.34665","DebtCon","Other","9.4880187649","           0","           0","177.54896592","           0","          26","33.350529004"
"           1","       15500","       71412","21501.377994","DebtCon","Mgr","16.566665476","           0","           0","238.50131586","          11","          24","35.965898215"
"           0","       15500","86430.557326","101260.41579","DebtCon","Office","           0","           .","           3","254.70773261","           1","          30","40.987300926"
"           0"," 3668.109522","13330.152319"," 33370.06874","DebtCon","Office","          30","           0","           0","211.06666667","           0","          22","           ."
"           1","10233.920386","18148.253571","2923.6176964","DebtCon","Other","          15","           .","           .","           .","           .","           .","           ."
"           1","       15500","       26452","       43900","DebtCon","Mgr","          21","           1","           2","215.06666667","           0","          19","           ."
"           1","9353.0224992","       38900","3051.0189634","DebtCon","Other","3.7968558128","           7","           4","        95.9","           2","          53","           ."
"           1","4381.0800032"," 24371.60983"," 29243.46028","HomeImp","Other","3.1766678026","           0","           0","120.61092122","           1","           9","18.182891915"
"           0","13904.221123","       25751","       43531","","Office","           0","           0","           0","213.35928169","           0","          16","37.794991933"
"           0","8959.6689413","       46846","44311.614266","DebtCon","ProfExe","           7","           0","           0","152.16806013","           2","          12","30.131497225"
"           0","       15500","       46125","16327.862786","DebtCon","Mgr","15.362406396","           0","           0","298.47641102","           0","          16"," 39.30720132"
"           1","       15500","30368.586143","       73117","DebtCon","Other","6.5214769596","           .","           .","           .","           .","           .","29.541850912"
"           0","       15500","       20800","88198.673794","HomeImp","Self","           6","           0","           0","292.03418548","           0","          26","25.562881927"
"           0","       15500","       82054","68392.057248","DebtCon","Sales","           3","           0","           0","9.0485150864","           1","          35","60.645756259"
"           0","10502.088307","1651.2128463","46094.204179","DebtCon","","          17","           0","           0"," 164.6813583","           1","          18","37.570819629"
"           0","       15500","       17727","402.22603107","","Office","           1","           0","           0","204.09586981","           0","          16","40.660186443"
"           0","1755.4298836","70851.345956","59405.449796","DebtCon","Office","3.9769974574","           0","           0","226.28452431","           0","          12"," 40.86810919"
"           0","6831.1225576","           .","48368.266434","","","8.5557685613","           0","           0"," 94.69068521","           0","          15","26.322569547"
"           0","       15600"," 19854.19747","85627.941101","HomeImp","ProfExe","2.0625477233","           0","           0","127.66581767","           1","          24","39.014519389"
"           0","15373.792648","19156.782473","44787.676096","DebtCon","Office"," 2.206388055","           0","           1","271.27079103","           0","          33","29.634414887"
"           0","10546.300212","43671.515006","       62005","DebtCon","Other","0.7649876404","           0","           0","185.65308797","           0","          14","36.021100446"
"           0"," 5913.413494","15196.820003","86816.274476","DebtCon","Other","2.6790420747","           0","           0","287.44113086","           2","          19","31.759876787"
"           0","14126.554041","65024.739053","      137583","DebtCon","Other","           1","           0","           0","280.78980103","           0","          46"," 41.23523649"
"           0","       15600","27099.703672"," 35533.10375","HomeImp","Other","8.7519141979","           0","           0","90.327628204","           1","          12","29.674749569"
"           0","       15600","45657.448388","      106389","DebtCon","ProfExe","           0","           0","           0","278.68039442","           2","          21","40.108259064"
"           1","       15600","       62622","70893.422906","HomeImp","ProfExe","           9","           0","           0","261.02141544","           0","          11"," 34.97887956"
"           0"," 8313.052904","       76724","       96942","DebtCon","Other","           0","           1","           0","157.41095093","           1","          18"," 34.23989502"
"           0","       15600","29751.354486","17778.530317","HomeImp","ProfExe","1.1923226636","           0","           0","110.42995037","           1","          25","  39.2128036"
"           0","       15600","      105959","      121747","DebtCon","Other","           0","           0","           0","120.53313143","           2","          21","39.294812813"
"           0","4372.0253017","       58728","9292.2170177","HomeImp","ProfExe","           6","           0","           0","128.02959933","           0","          13","28.484858563"
"           1","2067.7628242","60647.397522","64245.409648","DebtCon","Mgr","          11","           0","           3","107.38846759","           0","          24"," 27.69600093"
"           1","       15600","57903.361626","55736.114967","DebtCon","Sales"," 0.013987097","           3","           0","104.56666667","           2","          20","           ."
"           0","5546.7953166","       92789","      123455","DebtCon","Other","5.7588966613","           0","           0","176.73493223","           0","          26","36.544273113"
"           0","2929.7449073"," 45371.61687","50900.705119","HomeImp","ProfExe","           7","           0","           0","263.38940924","           1","          12","37.183077798"
"           0"," 7787.573018","       47537","       66581","DebtCon","Other","           7","           0","           1"," 116.6148587","           3","          48","30.372801078"
"           1","       15600","17069.475014","56811.958536","DebtCon","Self","           2","           0","           2","122.60405287","           1","          17","38.588222397"
"           0","       15600","       51990","41403.352244","DebtCon","Other","           1","           0","           0"," 272.5030662","           3","          43","39.301823191"
"           1","1297.8076838","7917.6631398","31296.585473","DebtCon","Office","1.4148756533","           0","           5","73.087538893","           0","          16","45.195495871"
"           1","       15700","78793.753342","66907.079148","DebtCon","Mgr","          21","           0","           0","242.60038784","          10","          24","36.297033121"
"           0"," 5353.517991","45636.768812","10920.323182","DebtCon","Office","           0","           0","           0","178.89138824","           0","          24"," 23.74406826"
"           0","10694.678288","       64793","       99157","HomeImp","ProfExe","          22","           0","           0","244.73167355","           1","          23","38.328188879"
"           0","       15700","127054.89302","      181894","DebtCon","Mgr","          10","           0","           0","247.96506535","           0","          21","30.326398916"
"           0","       15700","17922.458539","       97122","DebtCon","Other","1.6016545434","           2","           0"," 70.72519735","           0","          21","24.431789613"
"           0"," 6471.925391","       35873","       52800","HomeImp","Other","7.8128345999","           0","           0","128.23591372","           0","          10","20.950252082"
"           0","       15700","8781.8424011","37863.303421","DebtCon","Other","           0","           .","           2"," 267.4388553","           1","          10","36.529319583"
"           0","7169.6084077","       48093","10382.923589","DebtCon","ProfExe","           3","           0","           0","149.90637879","           1","          12","30.486361232"
"           1","7735.5198495","100029.46079","      127421","DebtCon","","          16","           0","           0","184.23480732","           1","          18"," 41.03530607"
"           1","7637.0301812","      149305","           .","DebtCon","ProfExe","21.735506794","           0","           2","382.85883592","           0","          71","38.228344754"
"           0","4793.9101527","6048.9546528","      101302","DebtCon","Other","           1","           0","           0","128.28624705","           0","          22","41.569983536"
"           0"," 15432.17347","61341.321524"," 85355.52186","DebtCon","Other","          10","           0","           0","171.02178171","           0","          27","36.332600416"
"           0","5532.0556492","           .","       28198","DebtCon","Other","10.688145613","           .","           .","87.620526369","           2","           9","32.445475521"
"           0","1044.0007281","       79346","       93472","DebtCon","Mgr","          19","           0","           0","244.47605696","          11","          23","33.196412457"
"           1","       15700","6130.7323578","       84000","DebtCon","Other","         0.2","           2","           2","112.03333333","           2","          26","           ."
"           1","15672.711226"," 34852.48335","31256.013006","DebtCon","Mgr","0.0203318302","           1","           0","        85.2","           1","          23","           ."
"           1","       15700","       83761","105699.02658","HomeImp","Other","0.9138460271","           0","           0","           .","           0","           0","           ."
"           0","       15700","       16804","       34294","DebtCon","Mgr","0.2897441873","           0","           0","131.77342323","           0","          10","23.979702773"
"           1","       15700","      122646","161801.15014","DebtCon","Other","0.6600479906","           0","           0","201.92370782","           0","          17"," 26.31831366"
"           0","       15700","74582.382793","52295.468791","HomeImp","Other","          21","           0","           0","147.45017701","           4","          23","29.181742636"
"           0","       15700","           .","       54557","DebtCon","Office","1.7672143298","           0","           0","93.044539516","           2","           8"," 41.25598551"
"           0","       15700","       99618","95096.943503","DebtCon","Mgr","           5","           .","           .","236.68094677","           2","          41"," 37.86554654"
"           0","       15700","48908.157814","37809.448657","HomeImp","ProfExe","           4","           0","           0","123.62444842","           0","          25","  37.5606476"
"           0","7205.3437807","39093.192244","24958.234766","HomeImp","Other","19.662175511","           0","           0","255.52746026","           0","          13","22.540680116"
"           0","9490.3452268","25691.132684","17707.878694","DebtCon","ProfExe","           6","           0","           0","155.75478906","           2","          12","28.797918584"
"           0","   12591.735","       74587","28861.107543","DebtCon","Mgr"," 13.31924402","           0","           0","263.15916331","          10","          24","35.404414526"
"           1","12473.372972","       58410","86087.847138","DebtCon","Office","16.778579606","           0","           0","211.80567437","           0","          21","31.058372507"
"           1"," 12706.44737","       53478","52425.800414","DebtCon","Other","2.6108006633","           0","           0"," 83.69551611","           5","          17","40.349929995"
"           0","7636.1641633","       83830","118720.22657","","","           .","           .","           .","           .","           .","           .","35.165146151"
"           0","3643.8954825","78652.123861","      109401","DebtCon","Sales","7.7980025782","           .","           1","154.36018316","           0","          17","33.526270674"
"           1","       15800","7320.0356808","5721.0546223","DebtCon","Other","0.4378642987","           0","           0"," 285.9978979","           4","          43","41.538051097"
"           0"," 4545.414848","        9407","       60165","DebtCon","Sales","           1","           0","           0","310.65842115","           0","           5","40.051306199"
"           1","       15800","       61073","       90897","DebtCon","ProfExe","           8","           0","           0","208.50075586","           0","          20","23.035745844"
"           1","15064.275744","19591.578265","       79736","HomeImp","Other","           .","           0","           0"," 249.9837678","           0","          50","42.435562666"
"           0","13584.917712","           ."," 17514.40617","DebtCon","Other","10.302855083","           .","           .","85.274033545","           2","           8","33.565263987"
"           0"," 13216.41304","       89765","      111792","DebtCon","ProfExe","           1","           0","           2","143.35553116","           1","          34","33.058835116"
"           0","       15800","           .","13199.107587","HomeImp","Other","           0","           0","           0","315.81263172","           1","           9","25.650384133"
"           1","13271.754714","       58100","2105.5378872","DebtCon","ProfExe","1.5417797405","           1","           1","284.06666667","           4","          27","           ."
"           1","       15800","           .","       58995","HomeImp","Other","0.4730974168","           2","           3","194.98708812","           1","          45","52.203164506"
"           1","13260.365582","10210.388933","      121214","DebtCon","ProfExe","1.7272462117","           0","           0","134.00383024","           0","          21","44.915160551"
"           0","       15800","       51163","92658.345889","DebtCon","ProfExe","0.9569827514","           0","           0","239.22478943","           0","          28","20.747520522"
"           0","11807.846925","41345.383585","66871.737292","DebtCon","Office","1.4441644314","           .","           .","109.29393259","           2","          16","33.770828549"
"           0","8286.0534114","       78905","       97628","DebtCon","Other","           0","           0","           0","152.17113748","           0","          23","42.218282221"
"           1","       15800"," 19731.04021","       89721","DebtCon","Mgr","          16","           0","           0","           .","           0","           0","37.984504628"
"           0","12339.584035","16986.258581","14179.012452","","Office","0.0047691641","           0","           0","209.03744147","           0","          16","38.888128371"
"           0","       15800","      103537","      111139","DebtCon","Office","2.6572652127","           0","           1","252.26775758","           1","          34","27.674063965"
"           0","12464.641108","32966.746181","      138171","HomeImp","ProfExe","2.6945140589","           0","           0","116.76318442","           4","          21","35.113150487"
"           0","5571.9274829","       58388","25524.053982","HomeImp","Other","           0","           0","           3","51.525147534","           1","          10","39.862520135"
"           1"," 8782.138526","           .","48959.660218","DebtCon","Office","8.0792425685","           0","           0","328.21049264","           0","          15","  12.1535212"
"           1","1012.7537429","52512.988948","       89739","DebtCon","Other","           0","           1","           1","122.95558706","           1","          25","33.519070443"
"           0","5705.2976192","64280.822366","122652.49812","DebtCon","Mgr","3.7260658777","           .","           .","241.73612588","           2","          42","39.221891679"
"           1","       15800","19079.414046","4292.4990956","DebtCon","Mgr","           3","           0","           1","137.31750781","           0","           8","27.434094849"
"           0","       15800","           .","       96642","DebtCon","Office","6.2916179142","           0","           0","335.15468819","           0","          16","12.706937983"
"           0","9370.1786338","  1381.41039","41231.950426","DebtCon","Mgr","7.7243132515","           0","           0","108.41393655","           0","          11","22.826892443"
"           1","       15800","       42504"," 33108.38322","HomeImp","Other","           .","           0","           0","120.73801298","           2","          18","36.834457555"
"           0","6190.5803441"," 27557.69345","       60231","DebtCon","Other","           3","           0","           0","191.32373689","           0","          13","28.053604481"
