BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,PARTIND
0,15100,,32289.0,DebtCon,Other,13.0,,,81.9540548267976,1.0,9.0,33.5347083834022,1
0,15100,81298.0,108947.0,DebtCon,ProfExe,9.0,0.0,0.0,194.443465645094,1.0,35.0,42.2459407446189,1
0,15100,,98114.0,,Other,,0.0,0.0,198.075380711942,1.0,10.0,31.5458426585588,1
1,15200,58000.0,77000.0,DebtCon,Other,0.9,1.0,0.0,127.866666666667,3.0,26.0,,1
0,15200,5076.0,66536.0,DebtCon,Sales,2.0,0.0,0.0,323.102004194535,0.0,5.0,40.2529287537574,1
0,15200,44414.0,60098.0,DebtCon,,4.0,1.0,0.0,105.749641981008,2.0,9.0,27.3752694081726,0
0,15200,59544.0,86360.0,HomeImp,ProfExe,5.0,0.0,0.0,120.136708315384,0.0,12.0,27.6163338323107,1
0,15200,87116.0,105971.0,HomeImp,Other,21.0,0.0,0.0,147.946679794563,4.0,24.0,27.9615502125125,1
0,15200,47453.0,73068.0,DebtCon,ProfExe,20.0,0.0,0.0,196.699695581106,0.0,16.0,22.3838565584663,0
0,15200,137128.0,184660.0,DebtCon,Mgr,11.0,0.0,0.0,254.356020094847,0.0,21.0,28.8150356366788,1
0,15200,102925.0,114520.0,HomeImp,Office,3.0,0.0,0.0,137.389372732177,0.0,22.0,36.4464766101662,1
0,15200,85303.0,131022.0,DebtCon,ProfExe,14.0,0.0,0.0,295.49573297525,0.0,18.0,29.6099200406577,1
0,15200,49428.0,62696.0,DebtCon,Mgr,27.0,0.0,0.0,265.395312836918,1.0,16.0,38.5007964531243,1
0,15200,69320.0,89644.0,DebtCon,Other,11.0,0.0,0.0,91.7434823765077,2.0,11.0,31.1149297455861,0
0,15200,,67103.0,,,1.0,0.0,0.0,,0.0,0.0,3.68895849571049,1
1,15200,105328.0,113931.0,HomeImp,ProfExe,3.0,0.0,0.0,138.133504493198,2.0,32.0,61.8906345797659,1
0,15200,47200.0,74510.0,DebtCon,ProfExe,17.0,0.0,0.0,174.521561802217,0.0,23.0,41.8633761194923,1
0,15200,20005.0,39605.0,DebtCon,Mgr,8.0,0.0,0.0,96.7349029940038,0.0,10.0,21.7416107402936,0
0,15200,142766.0,177998.0,DebtCon,Mgr,12.0,0.0,0.0,260.383439067303,0.0,21.0,27.5332722184357,0
1,15200,96341.0,118734.0,DebtCon,Other,1.0,1.0,,90.7327803991974,1.0,26.0,39.1400559685473,0
0,15200,34854.0,63519.0,DebtCon,ProfExe,6.0,0.0,0.0,275.479697618137,0.0,15.0,20.7851455666614,1
0,15200,41049.0,50892.0,DebtCon,ProfExe,1.0,0.0,0.0,276.167357759033,1.0,34.0,38.3798337163123,1
0,15200,43961.0,62171.0,DebtCon,Other,,0.0,0.0,124.806845856081,1.0,18.0,39.5800543413777,1
0,15200,90108.0,118941.0,HomeImp,Mgr,2.0,0.0,2.0,170.938942625942,0.0,25.0,41.1575010626193,1
0,15200,40341.0,58834.0,DebtCon,Other,,0.0,0.0,100.014455224892,0.0,15.0,41.1026769045846,1
0,15200,7879.0,95124.0,HomeImp,Other,13.0,0.0,1.0,270.285899236225,0.0,22.0,29.1601408231725,0
0,15200,65000.0,92000.0,DebtCon,Office,1.0,0.0,0.0,152.133333333333,4.0,20.0,,0
0,15200,102699.0,121925.0,HomeImp,Office,2.0,0.0,0.0,155.920148655648,0.0,22.0,36.7456390391316,0
0,15200,,100320.0,,Other,,0.0,0.0,190.256475982843,0.0,9.0,33.7999922828237,1
0,15200,77636.0,95682.0,DebtCon,ProfExe,10.0,1.0,1.0,335.841321777057,,41.0,37.9825437478081,1
0,15200,71233.0,84439.0,DebtCon,Other,1.0,0.0,0.0,242.983321412212,2.0,26.0,32.2100503567001,1
0,15200,8723.0,66817.0,DebtCon,Sales,0.0,0.0,0.0,309.502633522239,0.0,5.0,37.763835899678,1
0,15200,64028.0,95482.0,DebtCon,Office,2.0,0.0,0.0,174.16439552451,0.0,24.0,24.8616035309209,0
0,15200,53433.0,114245.0,HomeImp,Office,2.0,,3.0,155.367486589125,1.0,24.0,36.9546151623384,1
0,15200,59745.0,81269.0,DebtCon,,8.0,,,,,,26.9855812225656,1
0,15300,65298.0,94301.0,DebtCon,Office,1.0,0.0,0.0,150.499867907338,4.0,19.0,31.3576421396796,1
0,15300,22057.0,44461.0,,Office,1.0,0.0,0.0,210.275476124262,0.0,16.0,40.4322522390644,1
0,15300,22079.0,168281.0,HomeImp,Self,8.0,0.0,0.0,301.491025599559,0.0,27.0,27.7711226959625,1
0,15300,57840.0,86903.0,DebtCon,Other,0.0,0.0,0.0,110.827224415471,4.0,11.0,38.8261775228782,0
0,15300,14695.0,48095.0,DebtCon,ProfExe,1.0,0.0,0.0,301.657665748662,0.0,16.0,19.0124463658,1
0,15300,83039.0,99630.0,DebtCon,ProfExe,8.0,1.0,2.0,354.460299429672,,42.0,38.2659510132605,1
0,15300,,92320.0,DebtCon,Office,28.0,0.0,0.0,325.998448558965,0.0,15.0,15.3355602556633,1
0,15300,62094.0,96938.0,,ProfExe,9.0,0.0,0.0,,0.0,15.0,25.4071425093511,1
0,15300,82439.0,99896.0,DebtCon,ProfExe,1.0,0.0,0.0,281.200329074524,1.0,21.0,39.4088714034338,1
0,15300,83004.0,121108.0,,,,,,,,,36.8233931941229,0
0,15300,39065.0,54970.0,DebtCon,Other,,0.0,0.0,73.7566902320537,0.0,15.0,41.8230847168449,1
0,15300,79541.0,94973.0,DebtCon,Other,5.0,2.0,0.0,76.2075921002741,0.0,20.0,22.9025066214346,1
0,15300,81500.0,102000.0,HomeImp,ProfExe,3.5,0.0,0.0,123.766666666667,1.0,25.0,,0
0,15300,101000.0,112500.0,DebtCon,Other,1.0,0.0,0.0,129.866666666667,2.0,21.0,,1
0,15300,42100.0,65000.0,DebtCon,Other,7.0,0.0,0.0,95.3333333333333,3.0,15.0,,1
1,15300,21383.0,38480.0,HomeImp,Mgr,20.0,0.0,1.0,182.6,4.0,31.0,,1
1,15300,96700.0,,HomeImp,Other,5.0,0.0,1.0,225.166666666667,0.0,24.0,,1
0,15300,101311.0,113253.0,DebtCon,Other,0.0,0.0,0.0,140.075771180372,1.0,21.0,40.6674622936442,1
0,15300,127172.0,156578.0,DebtCon,Mgr,,0.0,0.0,213.286021814797,0.0,19.0,36.2903535319261,1
0,15300,88251.0,103063.0,HomeImp,Other,18.0,0.0,0.0,127.566188333017,3.0,23.0,28.1717774729765,1
0,15300,59083.0,96073.0,DebtCon,ProfExe,8.0,0.0,0.0,194.005486649548,0.0,19.0,20.487979653039,0
0,15300,109767.0,117552.0,DebtCon,ProfExe,0.0,0.0,0.0,125.942592299785,0.0,30.0,37.6893930396435,1
0,15300,54412.0,95123.0,DebtCon,ProfExe,6.0,0.0,0.0,134.242647939645,2.0,22.0,35.0857206844239,0
0,15300,53736.0,102094.0,HomeImp,Other,0.0,0.0,2.0,33.4496944386538,1.0,10.0,40.1048095966106,1
0,15300,,53184.0,DebtCon,Office,1.0,0.0,0.0,81.6259708599148,1.0,9.0,39.0078227588059,1
0,15300,84989.0,98781.0,HomeImp,Office,,0.0,0.0,184.545745721643,0.0,25.0,43.0169776018229,0
0,15300,33113.0,57991.0,DebtCon,Other,4.0,0.0,0.0,122.57883629966,1.0,16.0,40.5698884211527,1
0,15300,24025.0,42722.0,,Office,2.0,0.0,0.0,207.962140953782,0.0,15.0,37.1228371969856,1
1,15300,78375.0,108175.0,HomeImp,Other,6.0,1.0,0.0,82.104836481305,0.0,20.0,22.5032491599504,1
0,15300,77069.0,104534.0,DebtCon,ProfExe,0.0,0.0,0.0,276.924247199648,2.0,21.0,39.2445995345919,0
1,15300,49421.0,67343.0,DebtCon,Other,4.0,0.0,0.0,57.9294150923502,6.0,22.0,42.9296141850201,0
0,15400,103934.0,113696.0,DebtCon,Office,4.0,0.0,0.0,265.586351900463,1.0,34.0,26.7504039633788,1
0,15400,32131.0,47338.0,HomeImp,Other,9.0,0.0,0.0,93.3731421959804,1.0,11.0,31.4091863558158,1
0,15400,100848.0,129454.0,HomeImp,ProfExe,10.0,0.0,0.0,174.896519248951,2.0,31.0,28.0655908658847,1
0,15400,48275.0,69427.0,DebtCon,ProfExe,17.0,0.0,0.0,202.546219555915,0.0,15.0,23.1600405924302,0
0,15400,32855.0,69663.0,DebtCon,ProfExe,7.0,0.0,0.0,256.227550898734,1.0,16.0,23.3103727997422,0
0,15400,10074.0,57135.0,DebtCon,ProfExe,4.0,0.0,0.0,310.366756812489,0.0,16.0,17.6012061692873,0
0,15400,50402.0,65561.0,DebtCon,Mgr,25.0,0.0,0.0,282.622905236145,0.0,16.0,38.0979024682464,1
1,15400,180017.0,206148.0,DebtCon,Mgr,2.0,0.0,2.0,196.033657931955,1.0,49.0,36.4173425760108,1
0,15400,59518.0,91172.0,DebtCon,Office,2.0,0.0,0.0,159.003510630661,0.0,25.0,24.9904907019066,1
1,15400,63456.0,96794.0,DebtCon,ProfExe,3.0,0.0,0.0,85.5293624711717,0.0,28.0,37.3626450003882,1
0,15400,25822.0,43334.0,,Office,1.0,0.0,0.0,211.016641939741,0.0,15.0,40.5294051260219,0
0,15400,104451.0,119195.0,DebtCon,Office,5.0,0.0,0.0,264.761652188605,0.0,34.0,29.9632727764376,1
0,15400,58085.0,91192.0,DebtCon,ProfExe,10.0,0.0,0.0,191.344216955042,0.0,19.0,21.3643123220346,1
0,15400,,43899.0,HomeImp,Other,0.0,0.0,0.0,324.551741345719,1.0,9.0,27.7795605904747,1
0,15400,34574.0,69751.0,DebtCon,ProfExe,6.0,0.0,0.0,254.056196113751,1.0,16.0,22.7210135681746,1
0,15400,110900.0,126400.0,DebtCon,,16.0,0.0,0.0,179.566666666667,1.0,18.0,,1
0,15400,47749.0,74451.0,DebtCon,Mgr,3.0,0.0,0.0,133.899312286397,1.0,8.0,27.9220347822234,1
0,15400,,55421.0,DebtCon,Office,2.0,0.0,0.0,81.2785112673468,2.0,9.0,38.7238950330456,1
0,15400,73793.0,86176.0,DebtCon,Other,2.0,1.0,0.0,229.369376069226,3.0,26.0,30.9585199882363,1
0,15400,30703.0,57184.0,HomeImp,Other,10.0,0.0,0.0,122.804326526504,0.0,10.0,18.1509021542226,0
0,15400,28669.0,43078.0,DebtCon,Mgr,14.0,1.0,0.0,108.198894905292,1.0,17.0,24.6741748508085,1
0,15400,101981.0,145125.0,DebtCon,Office,3.0,,,105.552569589094,3.0,15.0,32.6994401008773,0
0,15400,7839.0,48276.0,DebtCon,ProfExe,4.0,0.0,0.0,315.178318476421,0.0,16.0,18.3019594654077,1
0,15400,39452.0,56834.0,DebtCon,Other,7.0,1.0,0.0,120.056555698068,1.0,15.0,39.9089341540583,1
0,15400,50121.0,67755.0,DebtCon,Other,3.0,0.0,0.0,168.74803195045,0.0,14.0,37.5608627610658,0
1,15500,57993.0,82248.0,DebtCon,Other,10.0,0.0,0.0,173.072968536437,0.0,16.0,32.1424689781212,1
0,15500,56206.0,137388.0,DebtCon,Other,2.0,0.0,0.0,275.52354641673,4.0,42.0,39.744298707165,1
0,15500,158506.0,179499.0,DebtCon,ProfExe,8.0,,0.0,195.686025895981,4.0,26.0,40.739346389733,1
0,15500,59316.0,80837.0,DebtCon,Other,1.0,0.0,0.0,126.912723158033,3.0,11.0,35.9014630437835,1
0,15500,127793.0,158580.0,DebtCon,Mgr,,0.0,0.0,229.345075438928,0.0,19.0,39.5096810726308,1
0,15500,36650.0,62963.0,DebtCon,ProfExe,6.0,0.0,0.0,260.856788636757,0.0,16.0,24.2990593506112,0
0,15500,74761.0,92729.0,DebtCon,ProfExe,9.0,0.0,1.0,339.089263435109,,42.0,37.4746172499632,0
0,15500,25448.0,39188.0,,Office,3.0,0.0,0.0,215.592499092615,0.0,16.0,38.9751149889757,1
0,15500,93730.0,106841.0,DebtCon,Sales,13.0,,1.0,132.820570944241,0.0,18.0,33.2929736931543,0
0,15500,88929.0,115249.0,DebtCon,ProfExe,0.0,0.0,2.0,156.130913980018,0.0,34.0,32.0338703958475,1
0,15500,79185.0,88693.0,DebtCon,Mgr,19.0,0.0,0.0,244.207840110529,10.0,23.0,36.3393623483923,0
0,15500,98646.0,115669.0,DebtCon,Other,13.0,0.0,0.0,177.548965919039,0.0,26.0,33.3505290036046,1
0,15500,71412.0,93723.0,DebtCon,Mgr,19.0,0.0,0.0,238.501315861606,11.0,24.0,35.9658982146279,0
0,15500,97596.0,119326.0,DebtCon,Office,0.0,,3.0,254.70773260855,1.0,30.0,40.9873009257891,0
0,15500,52051.0,88200.0,DebtCon,Office,30.0,0.0,0.0,211.066666666667,0.0,22.0,,1
1,15500,48100.0,67000.0,DebtCon,Other,15.0,,,,,,,1
1,15500,26452.0,43900.0,DebtCon,Mgr,21.0,1.0,2.0,215.066666666667,0.0,19.0,,1
1,15500,38900.0,60500.0,DebtCon,Other,8.0,7.0,4.0,95.9,2.0,53.0,,0
0,15500,28269.0,52822.0,HomeImp,Other,9.0,0.0,0.0,120.610921220598,1.0,9.0,18.1828919149343,1
0,15500,25751.0,43531.0,,Office,0.0,0.0,0.0,213.359281692749,0.0,16.0,37.7949919330724,1
0,15500,46846.0,70082.0,DebtCon,ProfExe,7.0,0.0,0.0,152.168060132808,2.0,12.0,30.1314972250403,1
0,15500,46125.0,63276.0,DebtCon,Mgr,27.0,0.0,0.0,298.476411017049,0.0,16.0,39.307201319778,1
1,15500,54653.0,73117.0,DebtCon,Other,13.0,,,,,,29.54185091158,1
0,15500,20800.0,173566.0,HomeImp,Self,6.0,0.0,0.0,292.034185476584,0.0,26.0,25.5628819269933,1
1,15500,82054.0,104627.0,DebtCon,Sales,3.0,0.0,0.0,9.04851508640076,1.0,35.0,60.6457562589253,0
0,15500,116543.0,133986.0,DebtCon,,17.0,0.0,0.0,164.681358298733,1.0,18.0,37.5708196291704,0
0,15500,17727.0,39746.0,,Office,1.0,0.0,0.0,204.09586980881,0.0,16.0,40.6601864432125,1
0,15500,96426.0,122322.0,DebtCon,Office,12.0,0.0,0.0,226.284524311596,0.0,12.0,40.8681091903141,1
0,15600,,66837.0,,,9.0,0.0,0.0,94.6906852099421,0.0,15.0,26.322569547185,1
0,15600,83758.0,106992.0,HomeImp,ProfExe,3.0,0.0,0.0,127.665817666375,1.0,24.0,39.0145193892599,1
0,15600,102572.0,112721.0,DebtCon,Office,3.0,0.0,1.0,271.270791033646,0.0,33.0,29.6344148868855,1
0,15600,49151.0,62005.0,DebtCon,Other,4.0,0.0,0.0,185.653087974093,0.0,14.0,36.0211004459397,1
0,15600,102881.0,117868.0,DebtCon,Other,11.0,0.0,0.0,287.441130858063,2.0,19.0,31.7598767866333,1
0,15600,104458.0,137583.0,DebtCon,Other,1.0,0.0,0.0,280.789801028168,0.0,46.0,41.2352364895564,0
0,15600,27599.0,47615.0,HomeImp,Other,10.0,0.0,0.0,90.3276282035662,1.0,12.0,29.6747495692059,1
0,15600,75701.0,106389.0,DebtCon,ProfExe,0.0,0.0,0.0,278.680394416185,2.0,21.0,40.1082590640095,0
0,15600,62622.0,106824.0,HomeImp,ProfExe,9.0,0.0,0.0,261.021415443337,0.0,11.0,34.978879559915,0
0,15600,76724.0,96942.0,DebtCon,Other,0.0,1.0,0.0,157.410950931383,1.0,18.0,34.2398950200434,1
0,15600,89312.0,110431.0,HomeImp,ProfExe,2.0,0.0,0.0,110.429950365366,1.0,25.0,39.2128035999894,1
0,15600,105959.0,121747.0,DebtCon,Other,0.0,0.0,0.0,120.533131428771,2.0,21.0,39.2948128133476,1
0,15600,58728.0,92443.0,HomeImp,ProfExe,6.0,0.0,0.0,128.029599334144,0.0,13.0,28.4848585629206,0
1,15600,74156.0,101136.0,DebtCon,Mgr,11.0,0.0,3.0,107.388467590142,0.0,24.0,27.6960009295149,1
1,15600,63500.0,80000.0,DebtCon,Sales,0.2,3.0,0.0,104.566666666667,2.0,20.0,,1
0,15600,92789.0,123455.0,DebtCon,Other,13.0,0.0,0.0,176.734932233827,0.0,26.0,36.5442731131726,1
0,15600,68056.0,103179.0,HomeImp,ProfExe,7.0,0.0,0.0,263.389409240644,1.0,12.0,37.1830777984499,0
0,15600,47537.0,66581.0,DebtCon,Other,7.0,0.0,1.0,116.614858704263,3.0,48.0,30.3728010781681,1
1,15600,62582.0,131510.0,DebtCon,Self,2.0,0.0,2.0,122.604052866566,1.0,17.0,38.5882223974672,1
0,15600,51990.0,141518.0,DebtCon,Other,1.0,0.0,0.0,272.503066200226,3.0,43.0,39.3018231906098,0
1,15700,53443.0,77704.0,DebtCon,Office,2.0,0.0,5.0,73.0875388928983,0.0,16.0,45.1954958710286,1
0,15700,80200.0,88545.0,DebtCon,Mgr,21.0,0.0,0.0,242.600387839955,10.0,24.0,36.2970331208208,1
0,15700,64625.0,93272.0,DebtCon,Office,0.0,0.0,0.0,178.891388238767,0.0,24.0,23.7440682596499,0
0,15700,64793.0,99157.0,HomeImp,ProfExe,22.0,0.0,0.0,244.731673545843,1.0,23.0,38.328188879205,1
0,15700,135886.0,181894.0,DebtCon,Mgr,10.0,0.0,0.0,247.965065351551,0.0,21.0,30.326398916457,0
0,15700,75764.0,97122.0,DebtCon,Other,5.0,2.0,0.0,70.725197350276,0.0,21.0,24.4317896129898,1
0,15700,35873.0,52800.0,HomeImp,Other,10.0,0.0,0.0,128.235913724674,0.0,10.0,20.9502520819382,0
0,15700,46423.0,72198.0,DebtCon,Other,0.0,,2.0,267.438855297258,1.0,10.0,36.5293195833356,1
0,15700,48093.0,65686.0,DebtCon,ProfExe,3.0,0.0,0.0,149.90637878577,1.0,12.0,30.4863612320676,1
0,15700,111367.0,127421.0,DebtCon,,16.0,0.0,0.0,184.234807315849,1.0,18.0,41.0353060695647,1
1,15700,149305.0,,DebtCon,ProfExe,25.0,0.0,2.0,382.858835922671,0.0,71.0,38.2283447538681,1
0,15700,85384.0,101302.0,DebtCon,Other,1.0,0.0,0.0,128.286247048307,0.0,22.0,41.5699835358281,0
0,15700,95128.0,122248.0,DebtCon,Other,10.0,0.0,0.0,171.021781709883,0.0,27.0,36.3326004158578,1
0,15700,,28198.0,DebtCon,Other,12.0,,,87.6205263688242,2.0,9.0,32.4454755208993,0
0,15700,79346.0,93472.0,DebtCon,Mgr,19.0,0.0,0.0,244.476056960638,11.0,23.0,33.1964124565834,1
0,15700,64185.0,84000.0,DebtCon,Other,0.2,2.0,2.0,112.033333333333,2.0,26.0,,1
1,15700,60316.0,80000.0,DebtCon,Mgr,0.2,1.0,0.0,85.2,1.0,23.0,,1
1,15700,83761.0,125860.0,HomeImp,Other,1.0,0.0,0.0,,0.0,0.0,,0
0,15700,16804.0,34294.0,DebtCon,Mgr,9.0,0.0,0.0,131.773423227349,0.0,10.0,23.9797027726656,1
0,15700,122646.0,204282.0,DebtCon,Other,2.0,0.0,0.0,201.923707815214,0.0,17.0,26.3183136598572,0
0,15700,87754.0,103045.0,HomeImp,Other,21.0,0.0,0.0,147.450177013394,4.0,23.0,29.1817426361711,0
0,15700,,54557.0,DebtCon,Office,2.0,0.0,0.0,93.0445395156995,2.0,8.0,41.2559855100075,1
0,15700,99618.0,131710.0,DebtCon,Mgr,5.0,,,236.680946766728,2.0,41.0,37.8655465403877,1
0,15700,81709.0,111127.0,HomeImp,ProfExe,4.0,0.0,0.0,123.624448421211,0.0,25.0,37.5606476001258,1
0,15700,40314.0,60640.0,HomeImp,Other,25.0,0.0,0.0,255.527460255155,0.0,13.0,22.540680115959,1
0,15700,46124.0,67964.0,DebtCon,ProfExe,6.0,0.0,0.0,155.754789059122,2.0,12.0,28.7979185838243,1
0,15700,74587.0,93180.0,DebtCon,Mgr,19.0,0.0,0.0,263.159163313694,10.0,24.0,35.404414525714,1
0,15700,58410.0,89082.0,DebtCon,Office,29.0,0.0,0.0,211.805674373449,0.0,21.0,31.0583725068012,1
1,15700,53478.0,68885.0,DebtCon,Other,5.0,0.0,0.0,83.6955161098115,5.0,17.0,40.3499299949128,0
0,15700,83830.0,122719.0,,,,,,,,,35.1651461509034,1
0,15800,91095.0,109401.0,DebtCon,Sales,12.0,,1.0,154.360183162505,0.0,17.0,33.5262706743443,1
0,15800,51281.0,144202.0,DebtCon,Other,1.0,0.0,0.0,285.997897897397,4.0,43.0,41.5380510970289,1
0,15800,9407.0,60165.0,DebtCon,Sales,1.0,0.0,0.0,310.658421148989,0.0,5.0,40.0513061986311,0
0,15800,61073.0,90897.0,DebtCon,ProfExe,8.0,0.0,0.0,208.500755858447,0.0,20.0,23.0357458442476,1
0,15800,25344.0,79736.0,HomeImp,Other,,0.0,0.0,249.983767796788,0.0,50.0,42.4355626656514,1
0,15800,,30395.0,DebtCon,Other,12.0,,,85.2740335449095,2.0,8.0,33.5652639874421,1
0,15800,89765.0,111792.0,DebtCon,ProfExe,1.0,0.0,2.0,143.355531158696,1.0,34.0,33.0588351163356,1
0,15800,,44144.0,HomeImp,Other,0.0,0.0,0.0,315.812631724602,1.0,9.0,25.650384133002,1
1,15800,58100.0,83000.0,DebtCon,ProfExe,2.0,1.0,1.0,284.066666666667,4.0,27.0,,1
1,15800,,58995.0,HomeImp,Other,1.0,2.0,3.0,194.987088123298,1.0,45.0,52.2031645055968,1
1,15800,104913.0,121214.0,DebtCon,ProfExe,2.0,0.0,0.0,134.003830240408,0.0,21.0,44.9151605508221,0
0,15800,51163.0,157644.0,DebtCon,ProfExe,19.0,0.0,0.0,239.224789432967,0.0,28.0,20.7475205215567,1
0,15800,101246.0,142340.0,DebtCon,Office,2.0,,,109.293932585391,2.0,16.0,33.7708285490334,1
0,15800,78905.0,97628.0,DebtCon,Other,0.0,0.0,0.0,152.171137477983,0.0,23.0,42.2182822206376,1
1,15800,74815.0,89721.0,DebtCon,Mgr,16.0,0.0,0.0,,0.0,0.0,37.9845046275922,1
0,15800,24939.0,39285.0,,Office,2.0,0.0,0.0,209.037441470568,0.0,16.0,38.8881283708187,1
0,15800,103537.0,111139.0,DebtCon,Office,3.0,0.0,1.0,252.267757581606,1.0,34.0,27.6740639645951,1
0,15800,102552.0,138171.0,HomeImp,ProfExe,13.0,0.0,0.0,116.763184421039,4.0,21.0,35.1131504868032,1
0,15800,58388.0,100944.0,HomeImp,Other,0.0,0.0,3.0,51.5251475336415,1.0,10.0,39.8625201353023,0
0,15800,,96579.0,DebtCon,Office,28.0,0.0,0.0,328.210492641365,0.0,15.0,12.1535212000709,0
0,15800,71820.0,89739.0,DebtCon,Other,0.0,1.0,1.0,122.955587062344,1.0,25.0,33.5190704431287,1
0,15800,94363.0,128434.0,DebtCon,Mgr,4.0,,,241.736125876371,2.0,42.0,39.2218916786005,1
0,15800,41661.0,80457.0,DebtCon,Mgr,3.0,0.0,1.0,137.317507808369,0.0,8.0,27.4340948486813,1
0,15800,,96642.0,DebtCon,Office,26.0,0.0,0.0,335.154688186218,0.0,16.0,12.7069379833187,1
0,15800,20665.0,43790.0,DebtCon,Mgr,8.0,0.0,0.0,108.41393655279,0.0,11.0,22.8268924425574,1
1,15800,42504.0,64847.0,HomeImp,Other,,0.0,0.0,120.738012984394,2.0,18.0,36.834457554945,0
0,15800,46716.0,60231.0,DebtCon,Other,3.0,0.0,0.0,191.323736893294,0.0,13.0,28.0536044805374,1
1,15800,69928.0,,,Other,23.0,0.0,3.0,82.4439855869472,1.0,14.0,32.3272624557732,0
0,15800,74575.0,95815.0,DebtCon,Other,7.0,2.0,0.0,69.5813481021482,0.0,21.0,24.1087268762983,0
0,15900,95120.0,114674.0,DebtCon,Office,4.0,0.0,1.0,278.892059293926,0.0,34.0,28.2322967807913,1
0,15900,46731.0,71521.0,DebtCon,ProfExe,18.0,0.0,0.0,192.144235470107,0.0,22.0,40.3617699058642,1
0,15900,96854.0,156450.0,DebtCon,Mgr,1.0,0.0,0.0,212.666004606371,0.0,19.0,40.2133845823553,0
0,15900,65827.0,97935.0,DebtCon,Office,1.0,0.0,0.0,160.41695863212,4.0,20.0,32.6002027299442,1
0,15900,52012.0,105877.0,HomeImp,Other,0.0,0.0,2.0,50.5315616899804,1.0,10.0,40.3922565426502,1
0,15900,50715.0,70467.0,DebtCon,Other,0.0,,1.0,285.386928707965,0.0,10.0,36.0503823688721,1
0,15900,49516.0,105352.0,HomeImp,Other,0.0,0.0,2.0,54.4373256165897,0.0,9.0,40.2706076181683,1
0,15900,94108.0,113888.0,HomeImp,Office,2.0,0.0,0.0,140.510053819198,0.0,21.0,36.3187881817197,0
0,15900,38514.0,50309.0,DebtCon,Other,6.0,1.0,0.0,101.826142336022,1.0,16.0,38.877808384559,0
0,15900,79660.0,96393.0,DebtCon,Other,4.0,2.0,0.0,84.2057790008058,1.0,21.0,22.1131930961056,1
0,15900,102564.0,120724.0,DebtCon,ProfExe,0.0,0.0,0.0,125.834070156523,0.0,30.0,37.9937757849618,1
0,15900,38860.0,68912.0,DebtCon,ProfExe,9.0,0.0,0.0,250.927502922897,1.0,16.0,22.1752632274736,0
0,15900,101412.0,119751.0,DebtCon,Other,9.0,0.0,0.0,299.953098041747,2.0,18.0,30.1768704001824,1
0,15900,97478.0,120514.0,DebtCon,Office,1.0,,3.0,264.260916438002,1.0,29.0,41.8402752385662,0
0,15900,48563.0,64679.0,DebtCon,ProfExe,4.0,0.0,0.0,156.101380930684,2.0,12.0,27.8085470861795,0
0,15900,42623.0,66458.0,DebtCon,ProfExe,4.0,0.0,0.0,146.827892447444,1.0,12.0,30.289129834943,1
0,15900,69548.0,89775.0,DebtCon,Other,1.0,0.0,0.0,230.673080263343,2.0,25.0,30.1083174311408,0
1,15900,43830.0,59530.0,DebtCon,Other,4.6,1.0,0.0,148.133333333333,1.0,27.0,,1
1,15900,89500.0,104200.0,DebtCon,ProfExe,15.0,0.0,3.0,183.633333333333,0.0,37.0,,1
0,15900,107336.0,120451.0,DebtCon,Other,1.0,0.0,0.0,123.465519386262,2.0,21.0,37.9924080104485,0
0,15900,112973.0,129878.0,DebtCon,,17.0,0.0,0.0,179.134008633654,0.0,17.0,39.1920258669285,0
1,15900,101337.0,,HomeImp,Other,4.0,0.0,0.0,235.627402262758,0.0,23.0,20.7233756470696,1
0,15900,68304.0,92271.0,DebtCon,Other,1.0,1.0,2.0,113.228403425139,2.0,25.0,32.8818469308977,1
0,15900,68079.0,90212.0,HomeImp,Other,,0.0,0.0,304.244755090581,0.0,19.0,30.4220038810614,1
0,15900,71841.0,96424.0,HomeImp,Office,10.0,,,111.437251106148,0.0,11.0,36.9549696111376,1
0,15900,88000.0,109500.0,DebtCon,ProfExe,7.0,0.0,0.0,138.0,2.0,21.0,,1
0,15900,58518.0,82095.0,HomeImp,ProfExe,10.0,0.0,2.0,177.247779983801,0.0,14.0,28.8187931163557,0
0,15900,90017.0,114267.0,DebtCon,ProfExe,8.0,0.0,0.0,205.218329346931,2.0,36.0,41.2305121805661,1
0,15900,19639.0,171350.0,HomeImp,Self,8.0,0.0,0.0,311.310360413541,0.0,26.0,26.8767298605697,0
0,15900,94078.0,118359.0,DebtCon,Other,13.0,0.0,0.0,125.551999392944,1.0,8.0,37.7818226400212,1
0,15900,16744.0,52234.0,DebtCon,ProfExe,3.0,0.0,0.0,288.415949536183,0.0,16.0,17.4522274329663,1
0,16000,56295.0,77146.0,DebtCon,Office,0.0,0.0,0.0,190.396406862843,0.0,24.0,31.7370342910043,1
0,16000,,51792.0,DebtCon,Other,,,,340.684968421493,,17.0,30.6115187909973,1
0,16000,71861.0,95315.0,HomeImp,ProfExe,24.0,0.0,0.0,241.412514980928,1.0,23.0,35.4747731018321,1
0,16000,32918.0,52482.0,DebtCon,ProfExe,3.0,0.0,0.0,259.571020683478,0.0,34.0,40.3473439983592,1
